392, 40, 879, 612
395, 39, 875, 610
391, 37, 879, 608
391, 38, 881, 605
390, 32, 882, 598
389, 35, 881, 602
390, 41, 879, 604
395, 39, 879, 604
398, 39, 881, 600
402, 42, 881, 603
401, 45, 885, 605
402, 62, 877, 605
400, 57, 879, 603
395, 59, 879, 604
400, 62, 880, 601
404, 71, 879, 591
407, 74, 878, 592
405, 80, 874, 599
403, 79, 875, 606
406, 84, 871, 610
407, 87, 872, 616
408, 90, 870, 613
409, 96, 872, 607
410, 92, 870, 606
413, 94, 870, 606
408, 93, 871, 611
408, 100, 870, 612
407, 94, 870, 612
404, 93, 867, 612
406, 94, 872, 610
